ID   Trainer                        #  Original        BST  --> Replacement     BST  Diff% 
332  Heidi                          1  Skiploom        340  --> Glimmet         350  +2.9%
333  Edna                           0  Nidorina        365  --> Luxio           363  -0.5%
333  Edna                           1  Raichu          485  --> Simipour        498  +2.7%
334  Gina                           0  Skiploom        340  --> Buizel          330  -2.9%
334  Gina                           1  Skiploom        340  --> Fennekin        307  -9.7%
334  Gina                           2  Ivysaur         405  --> Persian         440  +8.6%
335  Erin                           0  Gloom           395  --> -----           425  +7.6%
335  Erin                           1  Rapidash        500  --> Stunfisk        471  -5.8%
336  Tanya                          0  Exeggutor       530  --> Tangrowth       535  +0.9%
336  Tanya                          1  Onix            385  --> Wobbuffet       405  +5.2%
337  Gregory                        0  Pikachu         320  --> Horsea          295  -7.8%
337  Gregory                        1  Cubone          320  --> Aron            330  +3.1%
337  Gregory                        2  Flaaffy         365  --> Gloom           395  +8.2%
337  Gregory                        3  Cubone          320  --> Yamask          303  -5.3%
337  Gregory                        4  Electrike       295  --> Smoochum        305  +3.4%
337  Gregory                        5  Shellos         325  --> Snivy           308  -5.2%
338  Mickey                         0  Ponyta          410  --> Quaxwell        410  +0.0%
339  Wai                            0  Machoke         405  --> Dunsparce       415  +2.5%
339  Wai                            1  Machoke         405  --> Delcatty        400  -1.2%
339  Wai                            2  Meditite        280  --> Ducklett        305  +8.9%
340  Mickey                         0  Sentret         215  --> Burmy           224  +4.2%
341  Mickey                         0  Sentret         215  --> Cosmog          200  -7.0%
342  Mickey                         0  Sentret         215  --> Burmy           224  +4.2%
343  Mickey                         0  Sentret         215  --> -----           210  -2.3%
344  Mickey                         0  Sentret         215  --> Cosmog          200  -7.0%
345  Mickey                         0  Sentret         215  --> -----           210  -2.3%
346  Julia                          0  Paras           285  --> Vulpix          299  +4.9%
346  Julia                          1  Shuckle         505  --> -----           490  -3.0%
346  Julia                          2  Carnivine       454  --> Escavalier      495  +9.0%
346  Julia                          3  Shuckle         505  --> Revavroom       500  -1.0%
346  Julia                          4  Parasect        405  --> -----           411  +1.5%
346  Julia                          5  Luxio           363  --> Tentacool       335  -7.7%
347  Mickey                         0  Sentret         215  --> Pichu           205  -4.7%
348  Robert                         0  Quagsire        430  --> Eiscue          470  +9.3%
349  Joshua                         0  Pikachu         320  --> Squirtle        314  -1.9%
349  Joshua                         1  Pikachu         320  --> Minccino        300  -6.2%
349  Joshua                         2  Pikachu         320  --> Meowth          290  -9.4%
349  Joshua                         3  Pikachu         320  --> -----           320  +0.0%
349  Joshua                         4  Pikachu         320  --> Grookey         310  -3.1%
349  Joshua                         5  Pikachu         320  --> Sprigatito      310  -3.1%
350  Carter                         0  Bulbasaur       318  --> Glameow         310  -2.5%
350  Carter                         1  Charmander      309  --> Ditto           288  -6.8%
350  Carter                         2  Squirtle        314  --> Exeggcute       325  +3.5%
351  Trevor                         0  Psyduck         320  --> Quaxly          310  -3.1%
352  Georgia                        0  Sentret         215  --> Wooper          210  -2.3%
352  Georgia                        1  Sentret         215  --> Bounsweet       210  -2.3%
352  Georgia                        2  Sentret         215  --> Silcoon         205  -4.7%
352  Georgia                        3  Furret          415  --> Noctowl         452  +8.9%
352  Georgia                        4  Sentret         215  --> Tyrogue         210  -2.3%
353  Grunt                          0  Golbat          455  --> Thwackey        420  -7.7%
354  Laura                          0  Gloom           395  --> Pupitar         410  +3.8%
354  Laura                          1  Zubat           245  --> Wimpod          230  -6.1%
355  Shannon                        0  Paras           285  --> Chespin         313  +9.8%
355  Shannon                        1  Paras           285  --> Sinistea        308  +8.1%
355  Shannon                        2  Parasect        405  --> -----           390  -3.7%
356  Michelle                       0  Skiploom        340  --> -----           371  +9.1%
356  Michelle                       1  Miltank         490  --> Mamoswine       530  +8.2%
356  Michelle                       2  Hoppip          250  --> Yamper          270  +8.0%
